form	wsafter	testid	anas	lemma	xpostag	separated	previd	prevold	prevclosest
ő	" "	.	[{"lemma": "ő", "tag": "[/N][Nom]", "morphana": "ő[/N|Ltr]=ő+[Nom]=", "readable": "ő[/N|Ltr] + [Nom]", "twolevel": "ő:ő :[/N|Ltr] :[Nom]"}, {"lemma": "ő", "tag": "[/N|Pro][3Sg][Nom]", "morphana": "ő[/N|Pro]=ő+[3Sg]=+[Nom]=", "readable": "ő[/N|Pro] + [3Sg] + [Nom]", "twolevel": "ő:ő :[/N|Pro] :[ :3 :S :g :] :[Nom]"}]	ő	[/N|Pro][3Sg][Nom]			.	.
is	" "	.	[{"lemma": "is", "tag": "[/Adv]", "morphana": "is[/Adv]=is", "readable": "is[/Adv]", "twolevel": "i:i s:s :[/Adv]"}]	is	[/Adv]			.	.
szívesen	" "	.	[{"lemma": "szíves", "tag": "[/Adj][Supe]", "morphana": "szív[/N]=szív+es[_Adjz:s/Adj]=es+en[Supe]=en", "readable": "szív[/N] + es[_Adjz:s/Adj] + en[Supe]", "twolevel": "s:s z:z í:í v:v :[/N] e:e s:s :[_Adjz:s/Adj] e:e n:n :[Supe]"}, {"lemma": "szíves", "tag": "[/Adj][_Manner/Adv]", "morphana": "szív[/N]=szív+es[_Adjz:s/Adj]=es+en[_Manner/Adv]=en", "readable": "szív[/N] + es[_Adjz:s/Adj] + en[_Manner/Adv]", "twolevel": "s:s z:z í:í v:v :[/N] e:e s:s :[_Adjz:s/Adj] e:e n:n :[_Manner/Adv]"}, {"lemma": "szíves", "tag": "[/N][Supe]", "morphana": "szív[/N]=szív+es[_Nz:s/N]=es+en[Supe]=en", "readable": "szív[/N] + es[_Nz:s/N] + en[Supe]", "twolevel": "s:s z:z í:í v:v :[/N] e:e s:s :[_Nz:s/N] e:e n:n :[Supe]"}, {"lemma": "szíves", "tag": "[/Adj][Supe]", "morphana": "szíves[/Adj]=szíves+en[Supe]=en", "readable": "szíves[/Adj] + en[Supe]", "twolevel": "s:s z:z í:í v:v e:e s:s :[/Adj] e:e n:n :[Supe]"}, {"lemma": "szíves", "tag": "[/Adj][_Manner/Adv]", "morphana": "szíves[/Adj]=szíves+en[_Manner/Adv]=en", "readable": "szíves[/Adj] + en[_Manner/Adv]", "twolevel": "s:s z:z í:í v:v e:e s:s :[/Adj] e:e n:n :[_Manner/Adv]"}, {"lemma": "szívesen", "tag": "[/Adv]", "morphana": "szívesen[/Adv]=szívesen", "readable": "szívesen[/Adv]", "twolevel": "s:s z:z í:í v:v e:e s:s e:e n:n :[/Adv]"}]	szívesen	[/Adv]			.	.
(	""	.	[{"lemma": "(", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	(	[Punct]			.	.
miként	" "	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][EssFor:ként]", "morphana": "ami[/N|Pro|Rel]=mi+ként[EssFor:ként]=ként", "readable": "ami[/N|Pro|Rel]=mi + ként[EssFor:ként]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] k:k é:é n:n t:t :[EssFor:ként]"}, {"lemma": "amiként", "tag": "[/Adv|Pro|Rel]", "morphana": "amiként[/Adv|Pro|Rel]=miként", "readable": "amiként[/Adv|Pro|Rel]=miként", "twolevel": "m:a i:m k:i é:k n:é t:n :t :[/Adv|Pro|Rel]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][EssFor:ként]", "morphana": "mi[/Adj|Pro|Int]=mi+ként[EssFor:ként]=ként", "readable": "mi[/Adj|Pro|Int] + ként[EssFor:ként]", "twolevel": "m:m i:i :[/Adj|Pro|Int] k:k é:é n:n t:t :[EssFor:ként]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][EssFor:ként]", "morphana": "mi[/N|Pro|Int]=mi+ként[EssFor:ként]=ként", "readable": "mi[/N|Pro|Int] + ként[EssFor:ként]", "twolevel": "m:m i:i :[/N|Pro|Int] k:k é:é n:n t:t :[EssFor:ként]"}, {"lemma": "miként", "tag": "[/Adv|Pro|Int]", "morphana": "miként[/Adv|Pro|Int]=miként", "readable": "miként[/Adv|Pro|Int]", "twolevel": "m:m i:i k:k é:é n:n t:t :[/Adv|Pro|Int]"}]	miként	[/Adv|Pro|Int]			.	.
azt	" "	.	[{"lemma": "az", "tag": "[/Det|Pro][Acc]", "morphana": "az[/Det|Pro]=az+t[Acc]=t", "readable": "az[/Det|Pro] + t[Acc]", "twolevel": "a:a z:z :[/Det|Pro] t:t :[Acc]"}, {"lemma": "az", "tag": "[/N|Pro][Acc]", "morphana": "az[/N|Pro]=az+t[Acc]=t", "readable": "az[/N|Pro] + t[Acc]", "twolevel": "a:a z:z :[/N|Pro] t:t :[Acc]"}]	az	[/Det|Pro][Acc]			.	.
később	" "	.	[{"lemma": "késő", "tag": "[/Adj][_Comp/Adj][Nom]", "morphana": "késik[/V]=kés+ő[_ImpfPtcp/Adj]=ő+bb[_Comp/Adj]=bb+[Nom]=", "readable": "késik[/V]=kés + ő[_ImpfPtcp/Adj] + bb[_Comp/Adj] + [Nom]", "twolevel": "k:k é:é s:s :i :k :[/V] ő:ő :[_ImpfPtcp/Adj] b:b b:b :[_Comp/Adj] :[Nom]"}, {"lemma": "késő", "tag": "[/Adj][_Comp/Adj][Nom]", "morphana": "késő[/Adj]=késő+bb[_Comp/Adj]=bb+[Nom]=", "readable": "késő[/Adj] + bb[_Comp/Adj] + [Nom]", "twolevel": "k:k é:é s:s ő:ő :[/Adj] b:b b:b :[_Comp/Adj] :[Nom]"}, {"lemma": "későn", "tag": "[/Adv][_Comp/Adv]", "morphana": "későn[/Adv]=késő+bb[_Comp/Adv]=bb", "readable": "későn[/Adv]=késő + bb[_Comp/Adv]", "twolevel": "k:k é:é s:s ő:ő :n :[/Adv] b:b b:b :[_Comp/Adv]"}, {"lemma": "később", "tag": "[/Adv]", "morphana": "később[/Adv]=később", "readable": "később[/Adv]", "twolevel": "k:k é:é s:s ő:ő b:b b:b :[/Adv]"}]	későn	[/Adv][_Comp/Adv]			.	.
meg	" "	p7	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	7	6	6
is	" "	.	[{"lemma": "is", "tag": "[/Adv]", "morphana": "is[/Adv]=is", "readable": "is[/Adv]", "twolevel": "i:i s:s :[/Adv]"}]	is	[/Adv]			.	.
teszi	""	v7	[{"lemma": "tesz", "tag": "[/V][Prs.Def.3Sg]", "morphana": "tesz[/V]=tesz+i[Prs.Def.3Sg]=i", "readable": "tesz[/V] + i[Prs.Def.3Sg]", "twolevel": "t:t e:e s:s z:z :[/V] i:i :[Prs.Def.3Sg]"}]	megtesz	[/Prev][/V][Prs.Def.3Sg]	sep	7	6	6
)	""	.	[{"lemma": ")", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	)	[Punct]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
de	" "	.	[{"lemma": "de", "tag": "[/Adv]", "morphana": "de[/Adv]=de", "readable": "de[/Adv]", "twolevel": "d:d e:e :[/Adv]"}, {"lemma": "de", "tag": "[/Cnj]", "morphana": "de[/Cnj]=de", "readable": "de[/Cnj]", "twolevel": "d:d e:e :[/Cnj]"}, {"lemma": "de", "tag": "[/X]", "morphana": "de[/X]=de", "readable": "de[/X]", "twolevel": "d:d e:e :[/X]"}]	de	[/Cnj]			.	.
egyelőre	" "	.	[{"lemma": "egyelő", "tag": "[/Adj][Subl]", "morphana": "egyel[/V]=egyel+ő[_ImpfPtcp/Adj]=ő+re[Subl]=re", "readable": "egyel[/V] + ő[_ImpfPtcp/Adj] + re[Subl]", "twolevel": "e:e g:g y:y e:e l:l :[/V] ő:ő :[_ImpfPtcp/Adj] r:r e:e :[Subl]"}, {"lemma": "egyelőre", "tag": "[/Adv]", "morphana": "egyelőre[/Adv]=egyelőre", "readable": "egyelőre[/Adv]", "twolevel": "e:e g:g y:y e:e l:l ő:ő r:r e:e :[/Adv]"}]	egyelőre	[/Adv]			.	.
még	" "	.	[{"lemma": "még", "tag": "[/Adv]", "morphana": "még[/Adv]=még", "readable": "még[/Adv]", "twolevel": "m:m é:é g:g :[/Adv]"}]	még	[/Adv]			.	.
szerve	" "	.	[{"lemma": "szerv", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "szerv[/N]=szerv+e[Poss.3Sg]=e+[Nom]=", "readable": "szerv[/N] + e[Poss.3Sg] + [Nom]", "twolevel": "s:s z:z e:e r:r v:v :[/N] e:e :[Poss.3Sg] :[Nom]"}]	szerv	[/N][Poss.3Sg][Nom]			.	.
zési	" "	.	[]	zési	[/Adj][Nom]			.	.
feladatai	" "	.	[{"lemma": "feladat", "tag": "[/N][Pl.Poss.3Sg][Nom]", "morphana": "feladat[/N]=feladat+ai[Pl.Poss.3Sg]=ai+[Nom]=", "readable": "feladat[/N] + ai[Pl.Poss.3Sg] + [Nom]", "twolevel": "f:f e:e l:l a:a d:d a:a t:t :[/N] a:a i:i :[Pl.Poss.3Sg] :[Nom]"}]	feladat	[/N][Pl.Poss.3Sg][Nom]			.	.
vannak	""	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Pl]", "morphana": "van[/V]=van+nak[Prs.NDef.3Pl]=nak", "readable": "van[/V] + nak[Prs.NDef.3Pl]", "twolevel": "v:v a:a n:n :[/V] n:n a:a k:k :[ :P :r :s :. :N :D :e :f :. :3 :P :l :]"}]	van	[/V][Prs.NDef.3Pl]			.	.
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

A	" "	.	[{"lemma": "A", "tag": "[/N][Nom]", "morphana": "A[/N|Unit|Abbr]=A+[Nom]=", "readable": "A[/N|Unit|Abbr] + [Nom]", "twolevel": "A:A :[/N|Unit|Abbr] :[Nom]"}, {"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
nézőt	" "	.	[{"lemma": "néző", "tag": "[/Adj][Acc]", "morphana": "néz[/V]=néz+ő[_ImpfPtcp/Adj]=ő+t[Acc]=t", "readable": "néz[/V] + ő[_ImpfPtcp/Adj] + t[Acc]", "twolevel": "n:n é:é z:z :[/V] ő:ő :[_ImpfPtcp/Adj] t:t :[Acc]"}, {"lemma": "néző", "tag": "[/N][Acc]", "morphana": "néző[/N]=néző+t[Acc]=t", "readable": "néző[/N] + t[Acc]", "twolevel": "n:n é:é z:z ő:ő :[/N] t:t :[Acc]"}]	néző	[/N][Acc]			.	.
valahogy	" "	.	[{"lemma": "valahogy", "tag": "[/Adv|Pro]", "morphana": "valahogy[/Adv|Pro]=valahogy", "readable": "valahogy[/Adv|Pro]", "twolevel": "v:v a:a l:l a:a h:h o:o g:g y:y :[/Adv|Pro]"}]	valahogy	[/Adv|Pro]			.	.
meg	" "	p8	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	8	7	7
kell	" "	.	[{"lemma": "kell", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "kell[/V]=kell+[Prs.NDef.3Sg]=", "readable": "kell[/V] + [Prs.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] :[Prs.NDef.3Sg]"}]	kell	[/V][Prs.NDef.3Sg]			.	.
tartani	""	v8	[{"lemma": "tart", "tag": "[/V][Inf]", "morphana": "tart[/V]=tart+ani[Inf]=ani", "readable": "tart[/V] + ani[Inf]", "twolevel": "t:t a:a r:r t:t :[/V] a:a n:n i:i :[Inf]"}]	megtart	[/Prev][/V][Inf]	sep	8	7	7
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Melyhez	" "	.	[{"lemma": "amely", "tag": "[/N|Pro|Rel][All]", "morphana": "amely[/N|Pro|Rel]=mely+hez[All]=hez", "readable": "amely[/N|Pro|Rel]=mely + hez[All]", "twolevel": "m:a e:m l:e y:l :y :[/N|Pro|Rel] h:h e:e z:z :[All]"}]	amely	[/N|Pro|Rel][All]			.	.
mintha	" "	.	[{"lemma": "mintha", "tag": "[/Cnj]", "morphana": "mintha[/Cnj]=mintha", "readable": "mintha[/Cnj]", "twolevel": "m:m i:i n:n t:t h:h a:a :[/Cnj]"}]	mintha	[/Cnj]			.	.
már	" "	.	[{"lemma": "már", "tag": "[/Adv]", "morphana": "már[/Adv]=már", "readable": "már[/Adv]", "twolevel": "m:m á:á r:r :[/Adv]"}]	már	[/Adv]			.	.
hozzá	" "	p9	[{"lemma": "ő", "tag": "[/N|Pro][All][3Sg]", "morphana": "ő[/N|Pro]=+hozzá[All]=hozzá+[3Sg]=", "readable": "ő[/N|Pro]= + hozzá[All] + [3Sg]", "twolevel": ":ő :[/N|Pro] h:h o:o z:z z:z á:á :[All] :[ :3 :S :g :]"}, {"lemma": "hozzá", "tag": "[/Prev]", "morphana": "hozzá[/Prev]=hozzá", "readable": "hozzá[/Prev]", "twolevel": "h:h o:o z:z z:z á:á :[/Prev]"}]		[/Prev]	conn	9	8	8
is	" "	.	[{"lemma": "is", "tag": "[/Adv]", "morphana": "is[/Adv]=is", "readable": "is[/Adv]", "twolevel": "i:i s:s :[/Adv]"}]	is	[/Adv]			.	.
szoktunk	" "	v9	[{"lemma": "szokta", "tag": "[/N][Poss.1Pl][Nom]", "morphana": "szokik[/V]=szok+ta[_Ger:tA/N]=t+unk[Poss.1Pl]=unk+[Nom]=", "readable": "szokik[/V]=szok + ta[_Ger:tA/N]=t + unk[Poss.1Pl] + [Nom]", "twolevel": "s:s z:z o:o k:k :i :k :[/V] t:t :a :[_Ger:tA/N] u:u n:n k:k :[Poss.1Pl] :[Nom]"}, {"lemma": "szokik", "tag": "[/V][Pst.NDef.1Pl]", "morphana": "szokik[/V]=szok+tunk[Pst.NDef.1Pl]=tunk", "readable": "szokik[/V]=szok + tunk[Pst.NDef.1Pl]", "twolevel": "s:s z:z o:o k:k :i :k :[/V] t:t u:u n:n k:k :[Pst.NDef.1Pl]"}]	hozzászokik	[/Prev][/V][Pst.NDef.1Pl]	sep	9	8	8
volna	""	.	[{"lemma": "van", "tag": "[/V][Cond.NDef.3Sg]", "morphana": "van[/V]=vol+na[Cond.NDef.3Sg]=na", "readable": "van[/V]=vol + na[Cond.NDef.3Sg]", "twolevel": "v:v o:a l:n :[/V] n:n a:a :[Cond.NDef.3Sg]"}, {"lemma": "volna", "tag": "[/V]", "morphana": "volna[/V]=volna", "readable": "volna[/V]", "twolevel": "v:v o:o l:l n:n a:a :[/V]"}]	volna	[/V]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
mely	" "	.	[{"lemma": "amely", "tag": "[/Det|Pro|Rel]", "morphana": "amely[/Det|Pro|Rel]=mely", "readable": "amely[/Det|Pro|Rel]=mely", "twolevel": "m:a e:m l:e y:l :y :[/Det|Pro|Rel]"}, {"lemma": "amely", "tag": "[/N|Pro|Rel][Nom]", "morphana": "amely[/N|Pro|Rel]=mely+[Nom]=", "readable": "amely[/N|Pro|Rel]=mely + [Nom]", "twolevel": "m:a e:m l:e y:l :y :[/N|Pro|Rel] :[Nom]"}, {"lemma": "mely", "tag": "[/Det|Pro|Int]", "morphana": "mely[/Det|Pro|Int]=mely", "readable": "mely[/Det|Pro|Int]", "twolevel": "m:m e:e l:l y:y :[/Det|Pro|Int]"}]	amely	[/Det|Pro|Rel]			.	.
nélkül	" "	.	[{"lemma": "nélkül", "tag": "[/Post]", "morphana": "nélkül[/Post]=nélkül", "readable": "nélkül[/Post]", "twolevel": "n:n é:é l:l k:k ü:ü l:l :[/Post]"}]	nélkül	[/Post]			.	.
mintha	" "	.	[{"lemma": "mintha", "tag": "[/Cnj]", "morphana": "mintha[/Cnj]=mintha", "readable": "mintha[/Cnj]", "twolevel": "m:m i:i n:n t:t h:h a:a :[/Cnj]"}]	mintha	[/Cnj]			.	.
már	" "	.	[{"lemma": "már", "tag": "[/Adv]", "morphana": "már[/Adv]=már", "readable": "már[/Adv]", "twolevel": "m:m á:á r:r :[/Adv]"}]	már	[/Adv]			.	.
létezni	" "	.	[{"lemma": "létez", "tag": "[/V][Inf]", "morphana": "lét[/N]=lét+ez[_NVbz_Tr:z/V]=ez+ni[Inf]=ni", "readable": "lét[/N] + ez[_NVbz_Tr:z/V] + ni[Inf]", "twolevel": "l:l é:é t:t :[/N] e:e z:z :[_NVbz_Tr:z/V] n:n i:i :[Inf]"}, {"lemma": "létezik", "tag": "[/V][Inf]", "morphana": "lét[/N]=lét+ezik[_NVbz_Ntr:zik/V]=ez+ni[Inf]=ni", "readable": "lét[/N] + ezik[_NVbz_Ntr:zik/V]=ez + ni[Inf]", "twolevel": "l:l é:é t:t :[/N] e:e z:z :i :k :[_NVbz_Ntr:zik/V] n:n i:i :[Inf]"}, {"lemma": "létezik", "tag": "[/V][Inf]", "morphana": "létezik[/V]=létez+ni[Inf]=ni", "readable": "létezik[/V]=létez + ni[Inf]", "twolevel": "l:l é:é t:t e:e z:z :i :k :[/V] n:n i:i :[Inf]"}]	létezik	[/V][Inf]			.	.
sem	" "	.	[{"lemma": "sem", "tag": "[/Adv]", "morphana": "sem[/Adv]=sem", "readable": "sem[/Adv]", "twolevel": "s:s e:e m:m :[/Adv]"}, {"lemma": "sem", "tag": "[/Cnj]", "morphana": "sem[/Cnj]=sem", "readable": "sem[/Cnj]", "twolevel": "s:s e:e m:m :[/Cnj]"}]	sem	[/Adv]			.	.
tudnánk	""	.	[{"lemma": "tud", "tag": "[/V][Cond.Def.1Pl]", "morphana": "tud[/V]=tud+nánk[Cond.Def.1Pl]=nánk", "readable": "tud[/V] + nánk[Cond.Def.1Pl]", "twolevel": "t:t u:u d:d :[/V] n:n á:á n:n k:k :[Cond.Def.1Pl]"}, {"lemma": "tud", "tag": "[/V][Cond.NDef.1Pl]", "morphana": "tud[/V]=tud+nánk[Cond.NDef.1Pl]=nánk", "readable": "tud[/V] + nánk[Cond.NDef.1Pl]", "twolevel": "t:t u:u d:d :[/V] n:n á:á n:n k:k :[Cond.NDef.1Pl]"}]	tud	[/V][Cond.Def.1Pl]			.	.
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Mondták	""	.	[{"lemma": "mondta", "tag": "[/Adj][Pl][Nom]", "morphana": "mond[/V]=mond+ta[_PerfPtcp_Subj=tA/Adj]=tá+k[Pl]=k+[Nom]=", "readable": "mond[/V] + ta[_PerfPtcp_Subj=tA/Adj]=tá + k[Pl] + [Nom]", "twolevel": "m:m o:o n:n d:d :[/V] t:t á:a :[_PerfPtcp_Subj=tA/Adj] k:k :[Pl] :[Nom]"}, {"lemma": "mond", "tag": "[/V][Pst.Def.3Pl]", "morphana": "mond[/V]=mond+ták[Pst.Def.3Pl]=ták", "readable": "mond[/V] + ták[Pst.Def.3Pl]", "twolevel": "m:m o:o n:n d:d :[/V] t:t á:á k:k :[Pst.Def.3Pl]"}]	mond	[/V][Pst.Def.3Pl]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
hogy	" "	.	[{"lemma": "ahogy", "tag": "[/Adv|Pro|Rel]", "morphana": "ahogy[/Adv|Pro|Rel]=hogy", "readable": "ahogy[/Adv|Pro|Rel]=hogy", "twolevel": "h:a o:h g:o y:g :y :[/Adv|Pro|Rel]"}, {"lemma": "hogy", "tag": "[/Adv|Pro|Int]", "morphana": "hogy[/Adv|Pro|Int]=hogy", "readable": "hogy[/Adv|Pro|Int]", "twolevel": "h:h o:o g:g y:y :[/Adv|Pro|Int]"}, {"lemma": "hogy", "tag": "[/Cnj]", "morphana": "hogy[/Cnj]=hogy", "readable": "hogy[/Cnj]", "twolevel": "h:h o:o g:g y:y :[/Cnj]"}]	hogy	[/Cnj]			.	.
meg	" "	p10	[{"lemma": "meg", "tag": "[/Cnj]", "morphana": "meg[/Cnj]=meg", "readable": "meg[/Cnj]", "twolevel": "m:m e:e g:g :[/Cnj]"}, {"lemma": "meg", "tag": "[/Prev]", "morphana": "meg[/Prev]=meg", "readable": "meg[/Prev]", "twolevel": "m:m e:e g:g :[/Prev]"}]		[/Prev]	conn	10	9	9
van	" "	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "van[/V]=van+[Prs.NDef.3Sg]=", "readable": "van[/V] + [Prs.NDef.3Sg]", "twolevel": "v:v a:a n:n :[/V] :[Prs.NDef.3Sg]"}]	van	[/V][Prs.NDef.3Sg]			.	.
igézve	""	v10	[{"lemma": "igéz", "tag": "[/V][_AdvPtcp/Adv]", "morphana": "ige[/N]=igé+z[_NVbz_Tr:z/V]=z+ve[_AdvPtcp/Adv]=ve", "readable": "ige[/N]=igé + z[_NVbz_Tr:z/V] + ve[_AdvPtcp/Adv]", "twolevel": "i:i g:g é:e :[/N] z:z :[_NVbz_Tr:z/V] v:v e:e :[_AdvPtcp/Adv]"}, {"lemma": "igéz", "tag": "[/V][_AdvPtcp/Adv]", "morphana": "igéz[/V]=igéz+ve[_AdvPtcp/Adv]=ve", "readable": "igéz[/V] + ve[_AdvPtcp/Adv]", "twolevel": "i:i g:g é:é z:z :[/V] v:v e:e :[_AdvPtcp/Adv]"}]	megig�z	[/Prev][/V][_AdvPtcp/Adv]	sep	10	9	9
.	"\r\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]			.	.

Előbb	" "	.	[{"lemma": "előbb", "tag": "[/Adv]", "morphana": "előbb[/Adv]=előbb", "readable": "előbb[/Adv]", "twolevel": "e:e l:l ő:ő b:b b:b :[/Adv]"}, {"lemma": "előbb", "tag": "[/Post|(Ins)]", "morphana": "előbb[/Post|(Ins)]=előbb", "readable": "előbb[/Post|(Ins)]", "twolevel": "e:e l:l ő:ő b:b b:b :[/Post|(Ins)]"}]	előbb	[/Adv]			.	.
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]			.	.
kapuig	" "	.	[{"lemma": "kapu", "tag": "[/N][Ter]", "morphana": "kapu[/N]=kapu+ig[Ter]=ig", "readable": "kapu[/N] + ig[Ter]", "twolevel": "k:k a:a p:p u:u :[/N] i:i g:g :[Ter]"}]	kapu	[/N][Ter]			.	.
mehettem	" "	.	[{"lemma": "megy", "tag": "[/V][_Mod/V][Pst.Def.1Sg]", "morphana": "megy[/V]=me+het[_Mod/V]=het+tem[Pst.Def.1Sg]=tem", "readable": "megy[/V]=me + het[_Mod/V] + tem[Pst.Def.1Sg]", "twolevel": "m:m e:e :g :y :[/V] h:h e:e t:t :[_Mod/V] t:t e:e m:m :[Pst.Def.1Sg]"}, {"lemma": "megy", "tag": "[/V][_Mod/V][Pst.NDef.1Sg]", "morphana": "megy[/V]=me+het[_Mod/V]=het+tem[Pst.NDef.1Sg]=tem", "readable": "megy[/V]=me + het[_Mod/V] + tem[Pst.NDef.1Sg]", "twolevel": "m:m e:e :g :y :[/V] h:h e:e t:t :[_Mod/V] t:t e:e m:m :[Pst.NDef.1Sg]"}]	elmegy	[/Prev][/V][_Mod/V][Pst.NDef.1Sg]	sep	11	10	10
el	" "	.	[{"lemma": "el", "tag": "[/Prev]", "morphana": "el[/Prev]=el", "readable": "el[/Prev]", "twolevel": "e:e l:l :[/Prev]"}]		[/Prev]	conn	11	10	10
vele	""	.	[{"lemma": "ő", "tag": "[/N|Pro][Ins][3Sg]", "morphana": "ő[/N|Pro]=+vele[Ins]=vel+e[3Sg]=e", "readable": "ő[/N|Pro]= + vele[Ins]=vel + e[3Sg]", "twolevel": ":ő :[/N|Pro] v:v e:e l:l :e :[Ins] e:e :[ :3 :S :g :]"}]	ő	[/N|Pro][Ins][3Sg]			.	.
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]			.	.
majd	" "	.	[{"lemma": "majd", "tag": "[/Adv]", "morphana": "majd[/Adv]=majd", "readable": "majd[/Adv]", "twolevel": "m:m a:a j:j d:d :[/Adv]"}]	majd	[/Adv]			.	.
később	" "	.	[{"lemma": "késő", "tag": "[/Adj][_Comp/Adj][Nom]", "morphana": "késik[/V]=kés+ő[_ImpfPtcp/Adj]=ő+bb[_Comp/Adj]=bb+[Nom]=", "readable": "késik[/V]=kés + ő[_ImpfPtcp/Adj] + bb[_Comp/Adj] + [Nom]", "twolevel": "k:k é:é s:s :i :k :[/V] ő:ő :[_ImpfPtcp/Adj] b:b b:b :[_Comp/Adj] :[Nom]"}, {"lemma": "késő", "tag": "[/Adj][_Comp/Adj][Nom]", "morphana": "késő[/Adj]=késő+bb[_Comp/Adj]=bb+[Nom]=", "readable": "késő[/Adj] + bb[_Comp/Adj] + [Nom]", "twolevel": "k:k é:é s:s ő:ő :[/Adj] b:b b:b :[_Comp/Adj] :[Nom]"}, {"lemma": "későn", "tag": "[/Adv][_Comp/Adv]", "morphana": "későn[/Adv]=késő+bb[_Comp/Adv]=bb", "readable": "későn[/Adv]=késő + bb[_Comp/Adv]", "twolevel": "k:k é:é s:s ő:ő :n :[/Adv] b:b b:b :[_Comp/Adv]"}, {"lemma": "később", "tag": "[/Adv]", "morphana": "később[/Adv]=később", "readable": "később[/Adv]", "twolevel": "k:k é:é s:s ő:ő b:b b:b :[/Adv]"}]	későn	[/Adv][_Comp/Adv]			.	.
